Apdx,Table,A1,A2,A3,A4,Ref1(formula),D,Ref2(formula),Reference,Mandatory,Table / Activity,Aspect1,Aspect2,Aspect3,Aspect4,Aspect5,Detail to specify if used/applicable,Mandatory,Included in Carp2012,% of studies that informed it,% of studies that informed it (structural),Format1,Format2,Format3,choices_level1,choices_level2,For meta-analysis,Notes
D,02,02,04,00,00,D02.02.04.00.00,03,D02.02.04.00.00.03,D02.02.04.00.00.03,Y,Statistical Modeling & Inference,Functional connectivity,Functional connectivity measure/model,,,,Estimator used for partial correlation,Y,,,,string,,,,,,
D,02,02,04,00,00,D02.02.04.00.00,04,D02.02.04.00.00.04,D02.02.04.00.00.04,Y,Statistical Modeling & Inference,Functional connectivity,Functional connectivity measure/model,,,,Estimator used for mutual information,Y,,,,string,,,,,,
D,02,02,04,00,00,D02.02.04.00.00,05,D02.02.04.00.00.05,D02.02.04.00.00.05,Y,Statistical Modeling & Inference,Functional connectivity,Functional connectivity measure/model,,,,Regression model used to remove confounding effects (Pearson or partial correlation),Y,,,,nominal,,,"Pearson correaltion,  partial correlation",,,
D,02,02,05,00,00,D02.02.05.00.00,01,D02.02.05.00.00.01,D02.02.05.00.00.01,Y,Statistical Modeling & Inference,Functional connectivity,Effectivity connectivity,,,,Model,Y,,,,string,,,,,,
D,02,02,05,00,00,D02.02.05.00.00,02,D02.02.05.00.00.02,D02.02.05.00.00.02,Y,Statistical Modeling & Inference,Functional connectivity,Effectivity connectivity,,,,Algorithm used to fit model,Y,,,,string,,,,,,
D,02,02,05,00,00,D02.02.05.00.00,03,D02.02.05.00.00.03,D02.02.05.00.00.03,Y,Statistical Modeling & Inference,Functional connectivity,Effectivity connectivity,,,,"If per-subject model, method used to generalize inferences to population",Y,,,,,,,,,,
D,02,02,05,00,00,D02.02.05.00.00,04,D02.02.05.00.00.04,D02.02.05.00.00.04,Y,Statistical Modeling & Inference,Functional connectivity,Effectivity connectivity,,,,"Itemize models considered, and method used for model comparison",Y,,,,string,,,,,,
D,02,02,06,00,00,D02.02.06.00.00,01,D02.02.06.00.00.01,D02.02.06.00.00.01,Y,Statistical Modeling & Inference,Functional connectivity,Graph analysis,,,,Report the ‘dependent variable’ and ‘functional connectivity measure’ used (as Statistical Modeling & Inference > Functional Connectivity > Functional Connectivity measure / model),Y,,,,string,,,Report the ‘dependent variable’ and ‘functional connectivity measure’ used (as Statistical Modeling & Inference > Functional Connectivity > Functional Connectivity measure / model),,,
D,02,02,06,00,00,D02.02.06.00.00,02,D02.02.06.00.00.02,D02.02.06.00.00.02,Y,Statistical Modeling & Inference,Functional connectivity,Graph analysis,,,,"Weighted graph analysis or Binarized graph analysis is used, clarifying the method used for thresholding (e.g. a 10% density threshold, or a statistically-defined threshold); consider the sensitivity of your findings to the particular choice of threshold used",Y,,,,nominal,stringbox,,"weighted graph analysis, binarized graph",the method used for thresholding; consider the sensitivity of your findings to the particular choice of threshold used?,,
D,02,02,06,00,00,D02.02.06.00.00,03,D02.02.06.00.00.03,D02.02.06.00.00.03,Y,Statistical Modeling & Inference,Functional connectivity,Graph analysis,,,,"Itemise the graph summaries used (e.g. clustering coefficient, efficiency, etc.), whether these are global or per-node/per-edge summaries. In particular with fMRI or EEG, clarify if measures applied to individual subject networks or group networks",Y,,,,string,,,,,,
D,02,03,01,00,00,D02.03.01.00.00,01,D02.03.01.00.00.01,D02.03.01.00.00.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Independent variables,,,,Variable type (discrete or continuous),Y,,,,nominal,,,"discrete, continuos",,,
D,02,03,01,00,00,D02.03.01.00.00,02,D02.03.01.00.00.02,D02.03.01.00.00.02,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Independent variables,,,,Class proportions in classification settings,Y,,,,,,,,,,
D,02,03,01,01,00,D02.03.01.01.00,01,D02.03.01.01.00.01,D02.03.01.01.00.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Independent variables,Variable dimension,,,"For whole-brain prediction, this is a voxel count",Y,,,,numeric?,,,,,,
D,02,03,01,01,00,D02.03.01.01.00,02,D02.03.01.01.00.02,D02.03.01.01.00.02,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Independent variables,Variable dimension,,,"For searchlight analyses, the exact number of voxels in the search region, not just a radius",Y,,,,,,,,,,
D,02,03,01,01,00,D02.03.01.01.00,03,D02.03.01.01.00.03,D02.03.01.01.00.03,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Independent variables,Variable dimension,,,Provide dimension before and after any feature selection and/or dimension reduction,Y,,,,string,stringbox,,feature name,Provide dimension before and after any feature selection and/or dimension reduction,,
D,02,03,01,02,00,D02.03.01.02.00,01,D02.03.01.02.00.01,D02.03.01.02.00.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Independent variables,Population stratification,,,Information on how the target values relate to the population (e.g. male/female frequency or age distribution by group) ,Y,,,,string,,,,,,
D,02,03,01,02,00,D02.03.01.02.00,02,D02.03.01.02.00.02,D02.03.01.02.00.02,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Independent variables,Population stratification,,,Specify how this is taken into account in the predictive model,Y,,,,,,,,,,
D,02,03,02,00,00,D02.03.02.00.00,01,D02.03.02.00.00.01,D02.03.02.00.00.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Features extraction and dimension reduction,,,,Feature transformation,Y,,,,,,,,,,
D,02,03,02,00,00,D02.03.02.00.00,02,D02.03.02.00.00.02,D02.03.02.00.00.02,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Features extraction and dimension reduction,,,,Feature selection,Y,,,,,,,,,,
D,02,03,02,00,00,D02.03.02.00.00,03,D02.03.02.00.00.03,D02.03.02.00.00.03,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Features extraction and dimension reduction,,,,Dimension reduction,Y,,,,,,,,,,
D,02,03,02,00,00,D02.03.02.00.00,04,D02.03.02.00.00.04,D02.03.02.00.00.04,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Features extraction and dimension reduction,,,,"When these techniques are data-driven, specify the procedures used to learn the parameters involved",Y,,,,string,,,,,,
D,02,03,03,01,00,D02.03.03.01.00,01,D02.03.03.01.00.01,D02.03.03.01.00.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Model,Traditional multivariate analyses,,,"Type of model, e.g. MANOVA",Y,,,,string,,,,,,
D,02,03,03,01,00,D02.03.03.01.00,02,D02.03.03.01.00.02,D02.03.03.01.00.02,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Model,Traditional multivariate analyses,,,"Assumptions made on the covariance structure, e.g. independence, or a common arbitrary covariance between groups",Y,,,,string,,,,,,
D,02,03,03,01,00,D02.03.03.01.00,03,D02.03.03.01.00.03,D02.03.03.01.00.03,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Model,Traditional multivariate analyses,,,"Statistic used to assess significance, e.g. Wilk’s lambda, Hotelling­-Lawley trace, etc.",Y,,,,string,,,,,,
D,02,03,03,02,00,D02.03.03.02.00,01,D02.03.03.02.00.01,D02.03.03.02.00.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Model,Predictive models,,,"Type of model, e.g. Linear discriminant analysis, support vector machines, logistic regression, etc.",Y,,,,string,,,,,,
D,02,03,03,02,00,D02.03.03.02.00,02,D02.03.03.02.00.02,D02.03.03.02.00.02,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Model,Predictive models,,,"For kernel-based methods (i.e. SVM) report type of kernel used, type and number of parameters needed to be estimated",Y,,,,string,,,,,,
D,02,03,04,00,00,D02.03.04.00.00,01,D02.03.04.00.00.01,D02.03.04.00.00.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Learning method,,,,Figure-of-merit optimised,Y,,,,,,,,,,
D,02,03,04,00,00,D02.03.04.00.00,02,D02.03.04.00.00.02,D02.03.04.00.00.02,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Learning method,,,,Fitting method,Y,,,,string,,,,,,
D,02,03,04,00,00,D02.03.04.00.00,03,D02.03.04.00.00.03,D02.03.04.00.00.03,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Learning method,,,,"Parameter settings, those fixed and those estimated; specify how fixed parameter values were chosen",Y,,,,,,,,,,
D,02,03,04,00,00,D02.03.04.00.00,04,D02.03.04.00.00.04,D02.03.04.00.00.04,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Learning method,,,,How the convergence of the learning method is monitored,Y,,,,string,,,,,,
D,02,03,05,00,00,D02.03.05.00.00,01,D02.03.05.00.00.01,D02.03.05.00.00.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Training procedure,,,,Pipeline structure applied uniformly to all cases (e.g. that could be independently applied to a new case),Y,,,,,,,,,,
D,02,03,05,00,00,D02.03.05.00.00,02,D02.03.05.00.00.02,D02.03.05.00.00.02,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Training procedure,,,,Method for hyper-parameter setting,Y,,,,string,,,,,,
D,02,03,05,00,00,D02.03.05.00.00,03,D02.03.05.00.00.03,D02.03.05.00.00.03,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Training procedure,,,,Data splitting (cross validation),Y,,,,string,,,,,,
D,02,03,06,01,01,D02.03.06.01.01,01,D02.03.06.01.01.01,D02.03.06.01.01.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Evaluation metrics,Discrete response,Always describe,,Accuracy,Y,,,,,,,,,,
D,02,03,06,01,01,D02.03.06.01.01,02,D02.03.06.01.01.02,D02.03.06.01.01.02,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Evaluation metrics,Discrete response,Always describe,,"If group sizes unequal, balanced (or average) accuracy",Y,,,,,,,,,,
D,02,03,06,01,02,D02.03.06.01.02,01,D02.03.06.01.02.01,D02.03.06.01.02.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Evaluation metrics,Discrete response,"When there are only 2 classes, and one can be labeled “positive”",,Precision (1 − false discovery rate),Y,,,,numeric,,,,,,
D,02,03,06,01,02,D02.03.06.01.02,02,D02.03.06.01.02.02,D02.03.06.01.02.02,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Evaluation metrics,Discrete response,"When there are only 2 classes, and one can be labeled “positive”",,Recall (sensitivity),Y,,,,,,,,,,
D,02,03,06,01,02,D02.03.06.01.02,03,D02.03.06.01.02.03,D02.03.06.01.02.03,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Evaluation metrics,Discrete response,"When there are only 2 classes, and one can be labeled “positive”",,False positive rate (1­specificity),Y,,,,numeric,,,,,,
D,02,03,06,01,02,D02.03.06.01.02,04,D02.03.06.01.02.04,D02.03.06.01.02.04,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Evaluation metrics,Discrete response,"When there are only 2 classes, and one can be labeled “positive”",,F1 (incorporates both precision and recall),Y,,,,,,,,,,
D,02,03,06,01,02,D02.03.06.01.02,05,D02.03.06.01.02.05,D02.03.06.01.02.05,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Evaluation metrics,Discrete response,"When there are only 2 classes, and one can be labeled “positive”",,"Receiver operating characteristic (ROC) curves, e.g. summarised by area under the curve (AUC); AUC for only high specificity (e.g. false positive rates no greater than 10%) are also useful",Y,,,,string,,,,,,
D,02,03,06,01,03,D02.03.06.01.03,01,D02.03.06.01.03.01,D02.03.06.01.03.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Evaluation metrics,Discrete response,When there are 3 or more classes,,Report the confusion matrix,Y,,,,string,,,,,,
D,02,03,06,02,00,D02.03.06.02.00,01,D02.03.06.02.00.01,D02.03.06.02.00.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Evaluation metrics,Continuous response,,,"“Prediction R^2”, the percentage of variance explained by prediction, computed as one minus the ratio of prediction sum­-of-­squares to total sum-­of-­squares. (Note this is not the squared correlation coefficient between true and predicted values)",Y,,,,numeric,,,,,,
D,02,03,06,03,00,D02.03.06.03.00,01,D02.03.06.03.00.01,D02.03.06.03.00.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Evaluation metrics,Representational similarity analysis,,,Report the Kendall Tau statistic for each candidate model considered,Y,,,,numeric,,,Report the Kendall Tau statistic for each candidate model considered (indicate which model),,,
D,02,03,06,04,00,D02.03.06.04.00,01,D02.03.06.04.00.01,D02.03.06.04.00.01,Y,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Evaluation metrics,Significance,,,When possible use formal test to obtain P­value to assess whether evaluation metric is “significant” or consistent with noise,Y,,,,,,,,,,
D,02,03,07,00,00,D02.03.07.00.00,01,D02.03.07.00.00.01,D02.03.07.00.00.01,N,Statistical Modeling & Inference,Multivariate modelling & predictive analysis,Fit interpretation,,,,"Procedure used to interpret the fit of the classifier, identifying the relative importance of the features (e.g. the weight vector in linear discriminant)",N,,,,string,,,,,,
D,03,01,01,00,00,D03.01.01.00.00,01,D03.01.01.00.00.01,D03.01.01.00.00.01,Y,Results,Mass univariate analysis,Effects tested,,,,Provide a complete list of tested and omitted effects,Y,,,,string,,,,,y,important to plan analysis
D,03,01,02,00,00,D03.01.02.00.00,01,D03.01.02.00.00.01,D03.01.02.00.00.01,Y,Results,Mass univariate analysis,Extracted data,,,,"Define how voxels/elements were selected; if region is based on the same data, clarify how circularity was accounted for",Y,,,,,,,,,y,important to plan analysis
D,03,01,02,01,00,D03.01.02.01.00,01,D03.01.02.01.00.01,D03.01.02.00.00.02,Y,Results,Mass univariate analysis,Extracted data,units of reported results,,,,Y,"roisig, roipct","65, 11.1",,nominal,,,"beta values, percent signal change, other",,,
D,03,01,02,00,00,D03.01.02.00.00,01,D03.01.02.00.00.01,D03.01.02.00.00.03,Y,Results,Mass univariate analysis,Extracted data,,,,"If reporting R^2 (coefficient of determination) clarify how nuisance variability is considered. For instance, in task fMRI the vast majority of variance is explained by slow temporal drift, and R^2 values for an effect of interest will be vastly different if computed with or without counting drift in the total variance",Y,,,,,,,,,,
D,03,01,02,00,00,D03.01.02.00.00,02,D03.01.02.00.00.02,D03.01.02.00.00.04,Y,Results,Mass univariate analysis,Extracted data,,,,"State whether data extracted from an ROI (e.g. to compute an effect size) is defined based on independent data, as otherwise it is susceptible to bias",Y,,,,,,,,,,
D,03,01,02,00,00,D03.01.02.00.00,03,D03.01.02.00.00.03,D03.01.02.00.00.05,Y,Results,Mass univariate analysis,Extracted data,,,,"If ROIs are circularly defined, best not to provide any statistical summary (i.e. p-values, R^2, etc.)",Y,,,,,,,,,,
D,03,01,03,01,00,D03.01.03.01.00,01,D03.01.03.01.00.01,D03.01.03.00.00.01,Y,Results,Mass univariate analysis,Tables of coordinates,mention contrast and effect to which it refers,,,,Y,contr,70,,boolean,,,,,,
D,03,01,03,02,00,D03.01.03.02.00,01,D03.01.03.02.00.01,D03.01.03.00.00.02,Y,Results,Mass univariate analysis,Tables of coordinates,mention XYZ coordinate,,,,Y,coord,98,,boolean,,,,,Y,indispensable to run analysis
D,03,01,03,03,00,D03.01.03.03.00,01,D03.01.03.03.00.01,01.01.03.00.00.01,,Results,Mass univariate analysis,Tables of coordinates,mention coordinate system,,,clarify whether peak or center-of-­mass location,Y,space,75,,nominal,,,"MNI, Talairach, other",,,
D,03,01,03,00,00,D03.01.03.00.00,01,D03.01.03.00.00.01,D01.01.03.00.00.01,Y,Results,Mass univariate analysis,Tables of coordinates,,,,"Anatomical region (in caption or body text, describe source of labels, e.g. subjective, atlas, etc.)",Y,,,,,,,,,Y,helpful but not necessary
D,03,01,03,00,00,D03.01.03.00.00,02,D03.01.03.00.00.02,D01.01.03.00.00.02,Y,Results,Mass univariate analysis,Tables of coordinates,,,,P­-value forming basis of inference (e.g. voxel­-wise FWE corrected P; or cluster­-wise FDR corrected P),Y,,,,,,,,,,
D,03,01,03,01,00,D03.01.03.01.00,01,D03.01.03.01.00.01,D01.01.03.00.00.03,Y,Results,Mass univariate analysis,Tables of coordinates,mention statistic presented,,,with degrees of freedom in table caption,Y,stat,90,,nominal,,,"T, F, Z, other",,Y,important for coordinate based meta-analysis using SDM
D,03,01,03,00,00,D03.01.03.00.00,01,D03.01.03.00.00.01,D01.01.03.00.00.04,Y,Results,Mass univariate analysis,Tables of coordinates,,,,"In caption, state whether coordinates are from whole brain, or from a specific constrained volume",Y,,,,,,,,,Y,important for inclusion/exclusion criteria
D,03,01,03,01,00,D03.01.03.01.00,01,D03.01.03.01.00.01,D01.01.03.00.00.05,Y,Results,Mass univariate analysis,Tables of coordinates,mention cluster-size,,,"If cluster­wise inference is used. Report in mm3 or, if in voxels, be explicit about the size of voxels. If a cluster statistic other than size is used (e.g. mass) it should be listed as well",Y,ext,68,,boolean,,,,,,
D,03,01,03,00,00,D03.01.03.00.00,01,D03.01.03.00.00.01,D01.01.03.00.00.06,Y,Results,Mass univariate analysis,Tables of coordinates,,,,"In caption or body text, note criterion for peak per cluster reporting; e.g. “one peak per cluster listed”, or “up to 3 per cluster that are at least 8mm apart” (SPM default), etc.",Y,,,,,,,,,,
D,03,01,04,01,00,D03.01.04.01.00,01,D03.01.04.01.00.01,D01.01.04.00.00.01,N,Results,Mass univariate analysis,Thresholded maps,mention type of inference,,,,N,stat,40,,boolean,,,,,,
D,03,01,04,02,00,D03.01.04.02.00,01,D03.01.04.02.00.01,D03.01.04.00.00.02,,Results,Mass univariate analysis,Thresholded maps,mention multiple comparison correction method,,,as well as form of any sub-volume corrections applied when computing corrected significance,,,,,nominal,,,"Familywise Error: Random Field Theory; Familywise Error: Permutation; Familywise Error: Monte Carlo; Familywise Error: Bonferroni, False Discovery Rate: Benjamini & Hochberg, False Discovery Rate: Positive FDR, False Discovery Rate: Local FDR, False Discovery Rate: Cluster-level FDR, None/Uncorrected, other",,,
D,03,01,05,00,00,D03.01.05.00.00,01,D03.01.05.00.00.01,D01.01.05.00.00.01,Y,Results,Mass univariate analysis,Unthresholded maps (Share via supplementary material or repository),,,,Unthresholded statistic maps,Y,,,,,,,,,Y,useful for future meta-analysis based on these maps
D,03,01,05,00,00,D03.01.05.00.00,02,D03.01.05.00.00.02,D01.01.05.00.00.02,Y,Results,Mass univariate analysis,Unthresholded maps (Share via supplementary material or repository),,,,"Optionally, the thresholded statistic maps",Y,,,,,,,,,,
D,03,01,05,00,00,D03.01.05.00.00,03,D03.01.05.00.00.03,D01.01.05.00.00.03,Y,Results,Mass univariate analysis,Unthresholded maps (Share via supplementary material or repository),,,,"Optionally, the effect size map (e.g. % BOLD change, % GM change)",Y,,,,,,,,,,
D,03,01,06,00,00,D03.01.06.00.00,01,D03.01.06.00.00.01,D01.01.06.00.00.01,Y,Results,Mass univariate analysis,Spatial features,,,,"Size of the analysis volume in voxels, mm",Y,,,,,,,,,,
D,03,01,06,01,00,D03.01.06.01.00,01,D03.01.06.01.00.01,D01.01.06.01.00.01,Y,Results,Mass univariate analysis,Spatial features,Spatial smoothness of noise (e.g. FWHM),,,,Y,fwefwhm,0,,,,,,,,
D,03,01,06,02,00,D03.01.06.02.00,01,D03.01.06.02.00.01,D01.01.06.02.00.01,,Results,Mass univariate analysis,Spatial features,Resel count (if using Random Field Theory),,,,Y,fweresel,0,,,,,,,,
D,04,01,07,00,00,D04.01.07.00.00,01,D04.01.07.00.00.01,D05.02.01.00.00.01,Y,Table D.5. Results Reporting,Functional connectivity,ICA analyses,,,,Report the total number of components (especially when estimated from the data and not fixed). Report the number of these analyzed and the reason for their selection,Y,,,,,,,,,,
D,04,01,08,00,00,D04.01.08.00.00,01,D04.01.08.00.00.01,D05.02.02.00.00.01,Y,Table D.5. Results Reporting,Functional connectivity,Graph analyses,,,,"For graph-based methods, carefully state what is the null hypothesis of the test and how the statistic distribution under the null is computed",Y,,,,,,,,,,
D,04,02,01,00,00,D04.02.01.00.00,01,D04.02.01.00.00.01,D05.03.01.00.00.01,Y,Table D.5. Results Reporting,Multivariate modelling & predictive analysis,Optimised evaluation metrics,,,,"Report the values obtained for the evaluation metrics chosen (see Evaluation Metrics, above), as well as any P­values to justify above­-chance performance",Y,,,,,,,,,,
D,05,01,01,00,00,D05.01.01.00.00,01,D05.01.01.00.00.01,D06.01.01.00.00.01,Y,Table D.6. Data Sharing,Reporting a data sharing resource,Material shared,,,,List types of images and non­imaging data provided,Y,,,,string? more detailed,,,,,,
D,05,01,01,00,00,D05.01.01.00.00,02,D05.01.01.00.00.02,D06.01.01.00.00.02,Y,Table D.6. Data Sharing,Reporting a data sharing resource,Material shared,,,,"Report on the completeness of the data (e.g., number of subjects where all types of imaging, demographic, and behavioral data is available)",Y,,,,string,,,,,,
D,05,01,02,00,00,D05.01.02.00.00,01,D05.01.02.00.00.01,D06.01.02.00.00.01,Y,Table D.6. Data Sharing,Reporting a data sharing resource,"URL, access information",,,,Stable URL or DOI,Y,,,,string,,,,,,
D,05,01,02,00,00,D05.01.02.00.00,02,D05.01.02.00.00.02,D06.01.02.00.00.02,Y,Table D.6. Data Sharing,Reporting a data sharing resource,"URL, access information",,,,"Specific instructions on how to gain access. Specifically mention whether application must be vetted for particular intended research use (e.g. to preclude multiple users investigating the same question), or whether a research collaboration must be established",Y,,,,string,,,,,,
D,05,01,02,00,00,D05.01.02.00.00,03,D05.01.02.00.00.03,D06.01.02.00.00.03,Y,Table D.6. Data Sharing,Reporting a data sharing resource,"URL, access information",,,,Cost of access,Y,,,,string,,,,,,
D,05,01,03,00,00,D05.01.03.00.00,01,D05.01.03.00.00.01,D06.01.03.00.00.01,Y,Table D.6. Data Sharing,Reporting a data sharing resource,Ethics compliance,,,,Confirm that the ethics board of the host institution generating the data approves the sharing of the data made available,Y,,,,string,,,,,,
D,05,01,03,00,00,D05.01.03.00.00,02,D05.01.03.00.00.02,D06.01.03.00.00.02,Y,Table D.6. Data Sharing,Reporting a data sharing resource,Ethics compliance,,,,"Clarify any constraints on uses of shared data, for example, whether users downloading the data also need ethics approval from their own institution",Y,,,,string,,,,,,
D,05,01,04,00,00,D05.01.04.00.00,01,D05.01.04.00.00.01,D06.01.04.00.00.01,N,Table D.6. Data Sharing,Reporting a data sharing resource,Documentation,,,,"Provide URL to documentation, and specify its scope (e.g. worked examples, white papers, etc.)",N,,,,,,,,,,
D,05,01,05,00,00,D05.01.05.00.00,01,D05.01.05.00.00.01,D06.01.05.00.00.01,Y,Table D.6. Data Sharing,Reporting a data sharing resource,Data format,,,,"Report the format of the image data shared, e.g. DICOM, MINC, NIFTI, etc.",Y,,,,nominal,,,,,,
D,05,01,06,00,00,D05.01.06.00.00,01,D05.01.06.00.00.01,D06.01.06.00.00.01,N,Table D.6. Data Sharing,Reporting a data sharing resource,Ontologies,,,,"Data organization structures, including Data Dictionaries and Schemas. Is the software using an established ontology?",N,,,,string,,,,,,
D,05,01,07,00,00,D05.01.07.00.00,01,D05.01.07.00.00.01,D06.01.07.00.00.01,N,Table D.6. Data Sharing,Reporting a data sharing resource,Visualization,,,,Availability of in-resource visualization of the imaging or non­imaging data,N,,,,boolean,string,,,,,
D,05,01,08,00,00,D05.01.08.00.00,01,D05.01.08.00.00.01,D06.01.08.00.00.01,N,Table D.6. Data Sharing,Reporting a data sharing resource,De-identification,,,,"How, if at all, data are de-identified",N,,,,boolean,string,,Can data be de-identified?,How?,,
D,05,01,09,00,00,D05.01.09.00.00,01,D05.01.09.00.00.01,D06.01.09.00.00.01,N,Table D.6. Data Sharing,Reporting a data sharing resource,Provenance and history,,,,Availability of detailed provenance of preprocessing and analysis of shared data,N,,,,boolean,string,,,,,
D,05,01,10,00,00,D05.01.10.00.00,01,D05.01.10.00.00.01,D06.01.10.00.00.01,N,Table D.6. Data Sharing,Reporting a data sharing resource,Interoperability,,,,"Ability of a repository to work in a multi-database environment, availability of API’s and ability to connect to analysis pipelines",N,,,,boolean,string,,,,,
D,05,01,11,00,00,D05.01.11.00.00,01,D05.01.11.00.00.01,D06.01.11.00.00.01,N,Table D.6. Data Sharing,Reporting a data sharing resource,Querying,,,,"Mechanisms available for constructing queries on the repository (e.g. SQL, SPARQL)",N,,,,string,,,,,,
D,05,01,12,00,00,D05.01.12.00.00,01,D05.01.12.00.00.01,D06.01.12.00.00.01,N,Table D.6. Data Sharing,Reporting a data sharing resource,Versioning,,,,How users can check version of downloaded data and compare it to the current version at a later time,N,,,,string,,,,,,
D,06,01,13,00,00,D06.01.13.00.00,01,D06.01.13.00.00.01,D07.01.13.00.00.01,Y,Table D.7. Reproducibility,Documentation,Tools used,,,,"Tool names, versions, and URLs",Y,,,,string,,,,,,
D,06,01,14,00,00,D06.01.14.00.00,01,D06.01.14.00.00.01,D07.01.14.00.00.01,Y,Table D.7. Reproducibility,Documentation,Infrastructure,,,,"Machine CPU model, operating system version, any use of parallelization",Y,,,,string,,,,,,
D,06,01,15,00,00,D06.01.15.00.00,01,D06.01.15.00.00.01,D07.01.15.00.00.01,N,Table D.7. Reproducibility,Documentation,Workflow,,,,"Use of a workflow system, its version and URL",N,,,,string,,,,,,
D,06,01,16,00,00,D06.01.16.00.00,01,D06.01.16.00.00.01,D07.01.16.00.00.01,N,Table D.7. Reproducibility,Documentation,Provenance trace,,,,State whether detailed provenance information is available,N,,,,boolean,string,,,,,
D,06,01,17,00,00,D06.01.17.00.00,01,D06.01.17.00.00.01,D07.01.17.00.00.01,N,Table D.7. Reproducibility,Documentation,Literate program implementing results,,,,"Provide a URL linking to the relevant resource; for example, an ipython notebook implementing key analyses",N,,,,string,,,,,,
D,06,01,18,00,00,D06.01.18.00.00,01,D06.01.18.00.00.01,D07.01.18.00.00.01,N,Table D.7. Reproducibility,Documentation,English language version,,,,"As the scientific lingua franca, documentation should be provided in English in addition to any other languages",N,,,,boolean,,,Is the documentation provided in English?,,,
D,06,02,01,00,00,D06.02.01.00.00,01,D06.02.01.00.00.01,D07.02.01.00.00.01,N,Table D.7. Reproducibility,Archiving,Tools availability,,,,Note if tools are publically available,N,,,,boolean,string,,Are the tools publically available?,,,
D,06,02,02,00,00,D06.02.02.00.00,01,D06.02.02.00.00.01,D07.02.02.00.00.01,N,Table D.7. Reproducibility,Archiving,Virtual appliances,,,,Note if a virtual environment to facilitate a repeated analysis is available,N,,,,boolean,string,,Is a virtual environment to facilitate a repeated analysis available?,,,
D,06,03,01,00,00,D06.03.01.00.00,01,D06.03.01.00.00.01,D07.03.01.00.00.01,N,Table D.7. Reproducibility,Data,Data,,,,Provide permanent identifier if possible,N,,,,string,,,,,,
D,06,04,01,00,00,D06.04.01.00.00,01,D06.04.01.00.00.01,D07.04.01.00.00.01,N,Table D.7. Reproducibility,Workflow,Workflow,,,,Provide permanent identifier if possible,N,,,,string,,,,,,
